MJD,FREQUENCY,NPROFILES,FREQUENCY_ERR,FDOT,FDOT_ERR,AMPLITUDE,AMPSIG
55940.21199349632,0.20934548291799232,264,1.1863169646630922,-4.286324749118242e-21,0.0,0.26854363083839417,0.017807183787226677

55944.9092662966,0.20924335107945463,263,2.4421831312793074,3.603798066285879e-21,0.0,0.1257905662059784,0.01704747974872589

55947.76190889318,0.2112018697320178,227,1.4579703133676958,1.1513150821086461e-22,0.0,0.2516564130783081,0.01892220973968506

55955.348297615674,0.20463219060009186,232,2.1906299707552535,6.105295626770248e-22,0.0,0.118324413895607,0.016822120174765587

55958.192172989075,0.20378331704171337,248,0.8708837384574508,-1.9231265676360916e-21,0.0,0.21270228922367096,0.016148224472999573

55961.100388627405,0.20255157655993386,231,1.2477900668272923,-2.624571659931842e-22,0.0,0.1512642800807953,0.016207505017518997

